res = 97 97 97
center = 0.00000000000000000000e+00 0.00000000000000000000e+00 0.00000000000000000000e+00
lengths = 3.06185579299926757812e+00 3.06185579299926757812e+00 3.06185579299926757812e+00
total roots = 178
(-6.30338668823242187500e-01 -1.94255113601684570312e-01 6.59753322601318359375e-01 0.00000000000000000000e+00)
(-5.87697029113769531250e-02 -6.13083839416503906250e-01 -1.36915123462677001953e+00 0.00000000000000000000e+00)
(-3.18649649620056152344e-01 -7.99559354782104492188e-01 -1.12978923320770263672e+00 0.00000000000000000000e+00)
(3.32388877868652343750e-01 1.78790569305419921875e-01 -1.37258028984069824219e+00 0.00000000000000000000e+00)
(-3.54231715202331542969e-01 3.07038307189941406250e-01 -1.14749258756637573242e+00 0.00000000000000000000e+00)
(-1.49741172790527343750e-01 -8.24612021446228027344e-01 -5.98808526992797851562e-02 0.00000000000000000000e+00)
(-6.35365724563598632812e-01 -7.50647068023681640625e-01 -8.19528102874755859375e-01 0.00000000000000000000e+00)
(-3.18564176559448242188e-01 4.73307132720947265625e-01 -3.27806711196899414062e-01 0.00000000000000000000e+00)
(-4.07338142395019531250e-04 -4.57451343536376953125e-02 3.58976602554321289062e-01 0.00000000000000000000e+00)
(1.16955018043518066406e+00 6.29427433013916015625e-02 -6.79626345634460449219e-01 0.00000000000000000000e+00)
(4.22752618789672851562e-01 -8.58839750289916992188e-01 -5.53603172302246093750e-02 0.00000000000000000000e+00)
(-8.93652319908142089844e-01 5.95977783203125000000e-01 9.76029872894287109375e-01 0.00000000000000000000e+00)
(9.51094627380371093750e-02 -1.00205409526824951172e+00 -1.09105479717254638672e+00 0.00000000000000000000e+00)
(-2.98278093338012695312e-01 -8.60726714134216308594e-01 -5.02030730247497558594e-01 0.00000000000000000000e+00)
(-5.94082236289978027344e-01 -7.38809943199157714844e-01 -1.09090870618820190430e+00 0.00000000000000000000e+00)
(3.82102966308593750000e-01 -5.22202968597412109375e-01 -1.38243895769119262695e+00 0.00000000000000000000e+00)
(1.25965499877929687500e+00 -5.36334514617919921875e-01 -8.22393059730529785156e-01 0.00000000000000000000e+00)
(-9.04658317565917968750e-01 -2.94515371322631835938e-01 -1.33253192901611328125e+00 0.00000000000000000000e+00)
(-8.67599844932556152344e-01 -8.17650914192199707031e-01 1.94691896438598632812e-01 0.00000000000000000000e+00)
(-1.73839092254638671875e-01 5.24782419204711914062e-01 -1.04209423065185546875e+00 0.00000000000000000000e+00)
(-1.10638093948364257812e+00 6.90032243728637695312e-01 9.93441343307495117188e-01 0.00000000000000000000e+00)
(-7.76498556137084960938e-01 1.39778614044189453125e-01 3.33259105682373046875e-01 0.00000000000000000000e+00)
(-5.04729390144348144531e-01 3.43837261199951171875e-01 -6.68611526489257812500e-01 0.00000000000000000000e+00)
(-6.97191715240478515625e-01 -3.95415902137756347656e-01 -1.14878773689270019531e+00 0.00000000000000000000e+00)
(-9.07717704772949218750e-01 9.25992965698242187500e-01 1.05429363250732421875e+00 0.00000000000000000000e+00)
(-1.23739242553710937500e-04 2.82018661499023437500e-01 -1.38411253690719604492e+00 0.00000000000000000000e+00)
(-1.41815620660781860352e+00 -7.96152353286743164062e-01 4.53624486923217773438e-01 0.00000000000000000000e+00)
(-1.32703363895416259766e+00 -5.72758913040161132812e-02 -5.17665147781372070312e-02 0.00000000000000000000e+00)
(-6.27863883972167968750e-01 2.07568407058715820312e-01 -1.28287601470947265625e+00 0.00000000000000000000e+00)
(-1.38565373420715332031e+00 -3.74652266502380371094e-01 2.56066322326660156250e-02 0.00000000000000000000e+00)
(3.24436902999877929688e-01 -5.78600168228149414062e-02 4.19727325439453125000e-01 0.00000000000000000000e+00)
(-1.08333969116210937500e+00 9.99898195266723632812e-01 1.27637767791748046875e+00 0.00000000000000000000e+00)
(-1.16084182262420654297e+00 1.42675638198852539062e-01 7.96052217483520507812e-01 0.00000000000000000000e+00)
(-1.53195381164550781250e-01 2.02739477157592773438e-01 1.24828672409057617188e+00 0.00000000000000000000e+00)
(-5.17782926559448242188e-01 -6.15479111671447753906e-01 1.91417932510375976562e-01 0.00000000000000000000e+00)
(-1.02033132314682006836e+00 -4.74481582641601562500e-02 -8.67172122001647949219e-01 0.00000000000000000000e+00)
(1.09747886657714843750e+00 1.27963066101074218750e-01 -9.72382545471191406250e-01 0.00000000000000000000e+00)
(4.18577194213867187500e-02 3.78911972045898437500e-01 1.32182955741882324219e+00 0.00000000000000000000e+00)
(1.40693187713623046875e-02 4.53839063644409179688e-01 1.27591395378112792969e+00 0.00000000000000000000e+00)
(-3.76637458801269531250e-01 7.48682022094726562500e-03 8.70446681976318359375e-01 0.00000000000000000000e+00)
(-9.15378570556640625000e-01 -7.85637021064758300781e-01 5.61980724334716796875e-01 0.00000000000000000000e+00)
(1.23620843887329101562e+00 -2.00838088989257812500e-01 -5.57077169418334960938e-01 0.00000000000000000000e+00)
(5.27391433715820312500e-02 -6.99356079101562500000e-01 -1.36689698696136474609e+00 0.00000000000000000000e+00)
(2.72170543670654296875e-01 -9.66380834579467773438e-01 -1.21695458889007568359e+00 0.00000000000000000000e+00)
(-9.20440912246704101562e-01 2.82245874404907226562e-01 9.37565326690673828125e-01 0.00000000000000000000e+00)
(8.04286479949951171875e-01 -6.00616216659545898438e-01 -1.37510973215103149414e+00 0.00000000000000000000e+00)
(-3.66573333740234375000e-01 2.41101741790771484375e-01 1.20847797393798828125e+00 0.00000000000000000000e+00)
(5.73065042495727539062e-01 4.01936531066894531250e-01 -1.05576038360595703125e-01 0.00000000000000000000e+00)
(-9.34535026550292968750e-01 -2.88936376571655273438e-01 -9.43647503852844238281e-01 0.00000000000000000000e+00)
(1.08753132820129394531e+00 -6.60310029983520507812e-01 -8.94965410232543945312e-01 0.00000000000000000000e+00)
(-7.08557605743408203125e-01 -6.58757209777832031250e-01 -1.14234572649002075195e+00 0.00000000000000000000e+00)
(-8.58545303344726562500e-04 -8.64287495613098144531e-01 -1.00124239921569824219e-01 0.00000000000000000000e+00)
(9.83943939208984375000e-02 5.05016326904296875000e-01 -1.77826166152954101562e-01 0.00000000000000000000e+00)
(-6.87847614288330078125e-01 1.48694515228271484375e-02 7.39510774612426757812e-01 0.00000000000000000000e+00)
(-2.66093254089355468750e-01 2.60838031768798828125e-01 -1.38461387157440185547e+00 0.00000000000000000000e+00)
(8.62426757812500000000e-01 8.25388431549072265625e-02 -1.32099330425262451172e+00 0.00000000000000000000e+00)
(-1.17686468362808227539e+00 -7.04907774925231933594e-01 -1.47964358329772949219e-01 0.00000000000000000000e+00)
(-4.16925191879272460938e-01 1.79107427597045898438e-01 2.61367082595825195312e-01 0.00000000000000000000e+00)
(-1.16368007659912109375e+00 1.05556488037109375000e-01 1.14439964294433593750e-01 0.00000000000000000000e+00)
(-2.95515894889831542969e-01 -8.70459079742431640625e-01 -2.57739901542663574219e-01 0.00000000000000000000e+00)
(6.44705772399902343750e-01 -8.85075807571411132812e-01 -1.18573504686355590820e+00 0.00000000000000000000e+00)
(-3.84665012359619140625e-01 4.40146923065185546875e-01 -5.12664794921875000000e-01 0.00000000000000000000e+00)
(-1.37385725975036621094e-01 2.55609512329101562500e-01 1.03878378868103027344e+00 0.00000000000000000000e+00)
(-1.09697502851486206055e+00 8.51747512817382812500e-01 1.12253427505493164062e+00 0.00000000000000000000e+00)
(2.99544095993041992188e-01 -1.42696380615234375000e-01 -1.39915847778320312500e+00 0.00000000000000000000e+00)
(-9.91935014724731445312e-01 -5.37171006202697753906e-01 -8.34796786308288574219e-01 0.00000000000000000000e+00)
(-9.91272926330566406250e-03 -9.69186902046203613281e-01 -1.04227650165557861328e+00 0.00000000000000000000e+00)
(-1.02137047052383422852e+00 1.06118226051330566406e+00 1.24263429641723632812e+00 0.00000000000000000000e+00)
(-8.03232431411743164062e-01 7.25660324096679687500e-02 -9.30923461914062500000e-01 0.00000000000000000000e+00)
(-3.65656375885009765625e-01 -4.46618080139160156250e-01 3.09608697891235351562e-01 0.00000000000000000000e+00)
(-1.14725297689437866211e+00 3.59631776809692382812e-01 8.90524864196777343750e-01 0.00000000000000000000e+00)
(-4.83754634857177734375e-01 -8.31932067871093750000e-01 -1.26168721914291381836e+00 0.00000000000000000000e+00)
(-3.13212871551513671875e-02 -2.90729284286499023438e-01 -1.37596005201339721680e+00 0.00000000000000000000e+00)
(6.32017374038696289062e-01 -7.76357412338256835938e-01 5.18927574157714843750e-02 0.00000000000000000000e+00)
(-7.94087171554565429688e-01 -2.67236351966857910156e-01 9.17669773101806640625e-01 0.00000000000000000000e+00)
(-1.98663949966430664062e-01 3.15762996673583984375e-01 1.34132337570190429688e+00 0.00000000000000000000e+00)
(1.95170879364013671875e-01 -8.95350217819213867188e-01 -1.13382339477539062500e-01 0.00000000000000000000e+00)
(3.85020732879638671875e-01 -9.03938174247741699219e-01 -1.35378646850585937500e+00 0.00000000000000000000e+00)
(-3.02422046661376953125e-03 5.53329944610595703125e-01 -1.21685189008712768555e+00 0.00000000000000000000e+00)
(-5.83376646041870117188e-01 1.13537788391113281250e-01 1.05920028686523437500e+00 0.00000000000000000000e+00)
(2.11951732635498046875e-02 1.63521289825439453125e-01 2.61068105697631835938e-01 0.00000000000000000000e+00)
(-9.10328149795532226562e-01 1.06007862091064453125e+00 1.26249551773071289062e+00 0.00000000000000000000e+00)
(-1.25975561141967773438e+00 -1.55022144317626953125e-02 7.13538646697998046875e-01 0.00000000000000000000e+00)
(-6.74321889877319335938e-01 -3.57681870460510253906e-01 6.89681053161621093750e-01 0.00000000000000000000e+00)
(3.31342697143554687500e-01 -7.17570066452026367188e-01 -1.38818031549453735352e+00 0.00000000000000000000e+00)
(-9.40994739532470703125e-01 -8.47637653350830078125e-03 -1.27570396661758422852e+00 0.00000000000000000000e+00)
(3.52829217910766601562e-01 4.32035923004150390625e-01 -9.97848510742187500000e-02 0.00000000000000000000e+00)
(-8.02454113960266113281e-01 -5.79155445098876953125e-01 -8.92395257949829101562e-01 0.00000000000000000000e+00)
(-1.19975310564041137695e+00 -7.19285011291503906250e-01 -1.60914659500122070312e-02 0.00000000000000000000e+00)
(9.80276584625244140625e-01 1.36333703994750976562e-01 -1.16824066638946533203e+00 0.00000000000000000000e+00)
(1.64776325225830078125e-01 -1.72571301460266113281e-01 4.18259620666503906250e-01 0.00000000000000000000e+00)
(-9.52599883079528808594e-01 -6.57426118850708007812e-02 9.06749725341796875000e-01 0.00000000000000000000e+00)
(1.19998788833618164062e+00 -4.86904859542846679688e-01 -6.45799160003662109375e-01 0.00000000000000000000e+00)
(-1.01182281970977783203e+00 8.01804065704345703125e-01 1.24689674377441406250e+00 0.00000000000000000000e+00)
(-1.51022672653198242188e-01 -8.34954142570495605469e-01 -9.93682742118835449219e-01 0.00000000000000000000e+00)
(4.12554264068603515625e-01 -9.57324266433715820312e-01 -1.21500802040100097656e+00 0.00000000000000000000e+00)
(4.16310310363769531250e-01 2.76895761489868164062e-01 -1.41698944568634033203e+00 0.00000000000000000000e+00)
(-7.03622698783874511719e-01 -7.64019846916198730469e-01 3.70383262634277343750e-03 0.00000000000000000000e+00)
(-1.22482061386108398438e-01 4.67999935150146484375e-01 -1.68333172798156738281e-01 0.00000000000000000000e+00)
(-9.36663985252380371094e-01 2.10090398788452148438e-01 1.25959873199462890625e-01 0.00000000000000000000e+00)
(-1.79771780967712402344e-01 -9.00025963783264160156e-01 -6.93186759948730468750e-01 0.00000000000000000000e+00)
(-2.71386861801147460938e-01 1.32294893264770507812e-01 9.27082061767578125000e-01 0.00000000000000000000e+00)
(-3.49802494049072265625e-01 3.29599380493164062500e-02 1.17520689964294433594e+00 0.00000000000000000000e+00)
(-1.00906544923782348633e+00 3.04531574249267578125e-01 7.22644090652465820312e-01 0.00000000000000000000e+00)
(-2.51147508621215820312e-01 -5.95480203628540039062e-01 -1.39695417881011962891e+00 0.00000000000000000000e+00)
(-1.39193880558013916016e+00 -1.99768066406250000000e-01 6.32695674896240234375e-01 0.00000000000000000000e+00)
(1.29218339920043945312e+00 -5.05404472351074218750e-02 -7.78511762619018554688e-01 0.00000000000000000000e+00)
(-7.99071431159973144531e-01 -5.78658580780029296875e-01 -1.21634835004806518555e+00 0.00000000000000000000e+00)
(-1.15018618106842041016e+00 4.84077930450439453125e-01 9.75022077560424804688e-01 0.00000000000000000000e+00)
(-1.08487486839294433594e-01 3.78466844558715820312e-01 -1.42296499013900756836e+00 0.00000000000000000000e+00)
(2.85853147506713867188e-01 6.72774553298950195312e-01 -7.81705498695373535156e-01 0.00000000000000000000e+00)
(1.31217718124389648438e-01 2.64168262481689453125e-01 -1.38270711898803710938e+00 0.00000000000000000000e+00)
(-7.82935380935668945312e-01 -2.22533941268920898438e-01 -1.17705672979354858398e+00 0.00000000000000000000e+00)
(-2.77189135551452636719e-01 3.63336086273193359375e-01 -9.72974777221679687500e-01 0.00000000000000000000e+00)
(-1.13536262512207031250e+00 1.24099254608154296875e-01 6.57445192337036132812e-01 0.00000000000000000000e+00)
(3.03936243057250976562e-01 1.14035844802856445312e-01 3.41968059539794921875e-01 0.00000000000000000000e+00)
(-1.00611460208892822266e+00 1.09386610984802246094e+00 1.29694485664367675781e+00 0.00000000000000000000e+00)
(-7.68775939941406250000e-01 5.06272315979003906250e-02 -1.14429962635040283203e+00 0.00000000000000000000e+00)
(-1.23009562492370605469e-01 -9.44947957992553710938e-01 -2.82063841819763183594e-01 0.00000000000000000000e+00)
(-2.59503245353698730469e-01 4.85976934432983398438e-01 -1.20287692546844482422e+00 0.00000000000000000000e+00)
(8.37346076965332031250e-01 -8.95977020263671875000e-01 -7.21012353897094726562e-01 0.00000000000000000000e+00)
(-1.60789489746093750000e-01 -6.63918137550354003906e-01 1.61965847015380859375e-01 0.00000000000000000000e+00)
(1.16542029380798339844e+00 -6.23679876327514648438e-01 -1.01088321208953857422e+00 0.00000000000000000000e+00)
(-5.05517601966857910156e-01 3.17104578018188476562e-01 -1.26209616661071777344e+00 0.00000000000000000000e+00)
(4.97558593750000000000e-01 -5.30790686607360839844e-01 -1.41397643089294433594e+00 0.00000000000000000000e+00)
(1.13883018493652343750e-02 4.74620342254638671875e-01 1.36017847061157226562e+00 0.00000000000000000000e+00)
3.94289892683642262481e-04
1.33037841507003729014e+00
2.12187029992433710823e-02
1.99249213807979391397e-03
9.50556647270249399639e+00
7.30709409190562819703e+00
9.46905991188355189783e-05
1.96925569553251400556e+00
6.47216980118443263592e+00
7.09157854828098788147e+00
5.00688954086656146103e+00
2.06177945325918665631e+00
4.05064523795762099212e+00
4.27171994627747864115e+00
6.03042330810899152027e+00
3.68294281988534732974e+00
2.14894550240524306872e+00
4.05020301497880641506e+00
3.10597225135816334962e-01
3.80671276303844363653e+00
1.04112199172786898393e-03
1.15744500351968362386e-04
3.12152845499081665892e+00
1.00589190559775012446e+01
3.85446968965131656071e-02
1.22908831903207693692e+00
7.06866751580096863705e+00
8.53599563377223424787e-01
2.12782042766555660757e-04
5.27675738568522501026e+00
9.76649880093291455907e-01
5.63559552823365894625e+00
2.99742756117756747880e-01
3.46027656323540444561e+00
2.51471618835272803238e+00
3.67292398562077604396e+00
4.37375126697409211118e+00
4.63455457107672952333e+00
9.34401809218235612775e+00
1.11969767669633979423e+00
5.57236274031834888376e+00
2.85523959424943374330e+00
1.01327445883685784978e+00
3.49098162431261194172e+00
1.20505594944809990565e+00
6.66050644725274487712e+00
0.00000000000000000000e+00
0.00000000000000000000e+00
4.97508819769409704747e+00
3.97693225605512390430e+00
6.26113318130485918545e+00
7.98491189152371472204e+00
2.28751295790591235857e+00
0.00000000000000000000e+00
1.54818381340387589695e+00
2.01984184803865908509e-02
0.00000000000000000000e+00
1.47123147710421060618e-05
2.62439901399517916403e+00
0.00000000000000000000e+00
1.63488735760312509093e+00
3.80722677402648024270e+00
4.37265240364827808932e-04
5.24730948954166986908e+00
8.33868531715913356879e-04
7.74450124299085818080e+00
2.32831360923959529430e+00
4.72276798588116619726e+00
4.76876863130400074908e+00
4.03291008297310387548e-05
1.30776183624706643371e+00
7.31209797926113314048e+00
1.72831870256328452243e-05
2.13239397327223879517e-04
1.99128749005267757788e+00
6.12616028055375227979e+00
3.33733854095444293364e+00
7.34620506451617694132e-01
3.11851188284997560274e+00
2.00073482721836359843e+00
1.05016055024850736288e+01
5.67571384134764799975e-05
2.16637887614992230567e+00
1.20521930853306225018e+00
7.19849104903491632257e+00
3.26679690317228876850e+00
2.96262077079687768943e+00
4.69389309822907030423e+00
5.94838681884818143430e+00
8.14866769267505786090e-01
2.51308501360326186358e+00
3.02833088774531589138e+00
0.00000000000000000000e+00
1.05129385917235462777e+00
3.83084670859508815213e-03
3.06383979427879449275e+00
3.26454143306514943390e+00
0.00000000000000000000e+00
4.80016773670525032092e-01
5.32825555866224464196e-05
2.86815057140424930354e-06
0.00000000000000000000e+00
2.54023688575361372699e+00
3.40673309650990363551e+00
2.41867224177137428442e-02
0.00000000000000000000e+00
7.57739496466378348316e+00
3.44835776000040752365e+01
1.96087190533074071652e+01
0.00000000000000000000e+00
3.89724535392758575369e+00
1.80742675216865777976e+00
2.97639914235252689423e+00
1.03233681400289984964e+01
2.93035100903749866352e-02
4.24066451583489723021e+00
5.06779484037602578894e+00
3.63493930196783887610e+00
2.32768513529320175692e+00
5.09342078596842373628e+00
1.46116008336022940028e+00
8.40428699705470982906e+00
1.97947843111686982986e+00
9.41313919239098684244e-01
2.21549310850169556275e+00
1.25444079992430310710e+01
2.26172153274995269001e+00
4.62388923360529524587e+00
1.07760914996395995580e+00
3.84126455097077856848e+00
0.00000000000000000000e+00
0.00000000000000000000e+00
1.72000057960672075776e-04
9.18691344129976883437e+00
5.04251268961283649617e+00
2.14958432749014178654e-04
7.97106803205614600216e+00
0.00000000000000000000e+00
1.71243317289220442490e+00
5.30190752085752770029e+00
1.34494359108524843549e+01
6.18360980858934164428e-02
7.24513805522218975628e-05
1.67411661871473995689e+01
1.61028837902782084868e+00
1.62777656662475656013e+00
9.92234830097390663184e-01
1.40444448573145288877e-05
1.72759685732842371841e+00
2.57947785776301774519e+00
2.47314755052101405922e-04
3.48685682919755969241e-05
3.22144726525181610555e+01
power scale = 1.65997714659861544950e-01
exp scaling = 2.04171766353375124552e-39
